"Group","PPH","Direct %","Indirect %","Gap %"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Anthony Lewis","110","88.29%","4.01%","7.70%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Anthony Lewis -> 2026-04-29","118","89.82%","0.00%","10.18%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Anthony Lewis -> 2026-05-01","111","89.00%","3.85%","7.15%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Anthony Lewis -> 2026-05-02","99","87.72%","3.79%","8.49%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Anthony Lewis -> 2026-05-03","115","86.65%","8.34%","5.01%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Brandyn Cardona","109","86.08%","7.12%","6.80%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Brandyn Cardona -> 2026-05-01","106","86.56%","9.36%","4.08%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Brandyn Cardona -> 2026-05-02","105","85.94%","7.90%","6.15%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Brandyn Cardona -> 2026-05-03","119","85.55%","2.76%","11.69%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Edgar Gutierrez","108","85.29%","5.93%","8.78%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Edgar Gutierrez -> 2026-04-27","114","82.53%","0.00%","17.47%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Edgar Gutierrez -> 2026-04-28","102","91.95%","0.00%","8.05%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Edgar Gutierrez -> 2026-04-29","113","84.06%","0.00%","15.94%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Edgar Gutierrez -> 2026-05-01","107","82.45%","12.29%","5.26%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Edgar Gutierrez -> 2026-05-02","109","84.36%","7.37%","8.27%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Edgar Gutierrez -> 2026-05-03","105","88.70%","4.81%","6.49%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Erick Maness","104","88.40%","7.59%","4.00%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Erick Maness -> 2026-04-30","103","94.50%","0.00%","5.50%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Erick Maness -> 2026-05-01","100","86.90%","9.13%","3.96%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Erick Maness -> 2026-05-02","108","82.98%","14.13%","2.89%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Erick Maness -> 2026-05-03","105","92.30%","3.86%","3.84%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Evan Hudson","110","86.42%","7.47%","6.11%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Evan Hudson -> 2026-04-27","110","92.09%","0.00%","7.91%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Evan Hudson -> 2026-05-01","109","84.96%","10.95%","4.09%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Evan Hudson -> 2026-05-02","113","84.75%","9.24%","6.01%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Evan Hudson -> 2026-05-03","108","86.63%","6.07%","7.30%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Ivan Maldonado","104","89.07%","4.79%","6.14%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Ivan Maldonado -> 2026-05-01","101","88.13%","5.91%","5.95%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Ivan Maldonado -> 2026-05-02","103","88.96%","5.10%","5.94%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Ivan Maldonado -> 2026-05-03","109","90.62%","2.62%","6.76%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Ricky Serna","92","83.61%","7.48%","8.91%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Ricky Serna -> 2026-05-01","99","80.52%","10.62%","8.87%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Ricky Serna -> 2026-05-02","84","82.46%","7.59%","9.96%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Ricky Serna -> 2026-05-03","92","88.08%","4.08%","7.85%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Sam Cunningham","75","79.69%","8.16%","12.14%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Sam Cunningham -> 2026-05-01","71","78.08%","7.54%","14.38%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Sam Cunningham -> 2026-05-02","80","75.35%","12.24%","12.41%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Sam Cunningham -> 2026-05-03","74","85.80%","4.60%","9.60%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Zack Alday","108","60.86%","34.72%","4.43%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Zack Alday -> 2026-05-01","112","91.48%","4.10%","4.42%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Zack Alday -> 2026-05-02","100","43.89%","50.29%","5.82%"
" -> 2026-04-27 -> Chelsea Chappell -> Picker -> Zack Alday -> 2026-05-03","109","47.93%","48.99%","3.08%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away","115","52.81%","15.71%","5.91%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Adain Burnett","106","65.75%","28.50%","5.75%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Adain Burnett -> 2026-05-01","104","64.36%","26.95%","8.68%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Adain Burnett -> 2026-05-02","107","67.08%","29.99%","2.93%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Aj Brister","67","0.36%","9.51%","0.39%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Aj Brister -> 2026-05-01","0","0.00%","3.85%","0.43%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Aj Brister -> 2026-05-02","0","0.00%","2.77%","0.77%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Aj Brister -> 2026-05-03","67","1.04%","21.42%","0.00%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Angel Rosales","112","60.02%","25.29%","8.35%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Angel Rosales -> 2026-04-28","114","87.36%","0.00%","12.64%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Angel Rosales -> 2026-05-01","105","57.91%","23.62%","7.27%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Angel Rosales -> 2026-05-02","119","55.82%","22.75%","11.00%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Angel Rosales -> 2026-05-03","111","56.24%","38.41%","5.35%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Peyton Randolph","123","88.88%","2.30%","8.82%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Peyton Randolph -> 2026-05-01","122","88.24%","3.46%","8.29%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Peyton Randolph -> 2026-05-02","129","92.31%","1.87%","5.83%"
" -> 2026-04-27 -> Chelsea Chappell -> Put Away -> Peyton Randolph -> 2026-05-03","119","86.17%","1.55%","12.29%"
" -> 2026-04-27 -> Christopher Sandoval","112","7.38%","91.44%","1.18%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler","112","7.38%","91.44%","1.18%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Adam Vega","129","27.08%","69.07%","3.85%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Adam Vega -> 2026-04-27","111","9.08%","88.71%","2.20%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Adam Vega -> 2026-04-28","122","34.63%","61.32%","4.04%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Adam Vega -> 2026-04-29","0","0.00%","99.74%","0.26%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Adam Vega -> 2026-04-30","139","33.34%","64.41%","2.26%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Adam Vega -> 2026-05-01","119","11.07%","87.55%","1.37%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Adam Vega -> 2026-05-02","130","63.92%","23.69%","12.39%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Andrew Orozco","116","5.55%","94.24%","0.21%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Andrew Orozco -> 2026-04-27","116","21.61%","77.95%","0.44%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Andrew Orozco -> 2026-04-28","0","0.00%","100.00%","0.00%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Andrew Orozco -> 2026-04-29","0","0.00%","99.87%","0.13%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Andrew Orozco -> 2026-04-30","0","0.00%","99.70%","0.30%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jacques Doucette","117","10.75%","87.28%","1.97%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jacques Doucette -> 2026-04-27","0","0.00%","100.00%","0.00%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jacques Doucette -> 2026-04-28","0","0.00%","99.95%","0.05%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jacques Doucette -> 2026-04-29","0","0.00%","99.92%","0.08%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jacques Doucette -> 2026-04-30","0","0.00%","99.92%","0.08%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jacques Doucette -> 2026-05-02","117","84.82%","0.00%","15.18%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jason Moore","0","0.00%","99.66%","0.34%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jason Moore -> 2026-04-27","0","0.00%","99.84%","0.16%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jason Moore -> 2026-04-28","0","0.00%","99.88%","0.12%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jason Moore -> 2026-04-29","0","0.00%","99.94%","0.06%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jason Moore -> 2026-04-30","0","0.00%","98.99%","1.01%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta","107","15.72%","83.79%","0.50%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-04-27","126","27.32%","71.75%","0.92%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-04-28","0","0.00%","99.79%","0.21%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-04-29","0","0.00%","99.69%","0.31%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-04-30","102","20.92%","78.65%","0.44%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-05-02","101","55.83%","43.20%","0.96%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-05-03","0","0.00%","99.65%","0.35%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Luis Arevalo","0","0.00%","99.83%","0.17%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Luis Arevalo -> 2026-04-27","0","0.00%","99.84%","0.16%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Luis Arevalo -> 2026-04-28","0","0.00%","99.84%","0.16%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Luis Arevalo -> 2026-04-29","0","0.00%","99.86%","0.14%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Luis Arevalo -> 2026-04-30","0","0.00%","99.76%","0.24%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa","0","0.00%","99.76%","0.24%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa -> 2026-04-27","0","0.00%","99.60%","0.40%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa -> 2026-04-28","0","0.00%","99.92%","0.08%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa -> 2026-04-29","0","0.00%","99.90%","0.10%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa -> 2026-04-30","0","0.00%","99.65%","0.35%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg","98","3.01%","96.45%","0.54%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg -> 2026-04-27","0","0.00%","99.75%","0.25%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg -> 2026-04-28","98","12.01%","86.52%","1.47%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg -> 2026-04-29","0","0.00%","99.75%","0.25%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg -> 2026-04-30","0","0.00%","99.81%","0.19%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Matt Morelli","96","5.52%","94.34%","0.14%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Matt Morelli -> 2026-04-27","0","0.00%","99.94%","0.06%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Matt Morelli -> 2026-04-28","0","0.00%","99.88%","0.12%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Matt Morelli -> 2026-04-29","96","21.13%","78.68%","0.20%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Matt Morelli -> 2026-04-30","0","0.00%","99.81%","0.19%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Mike Sgro","0","0.00%","99.36%","0.64%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-04-27","0","0.00%","98.01%","1.99%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-04-28","0","0.00%","99.76%","0.24%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-04-29","0","0.00%","99.78%","0.22%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-04-30","0","0.00%","99.86%","0.14%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Optimus Myers","94","8.21%","90.02%","1.77%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-04-27","0","0.00%","99.45%","0.55%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-04-28","0","0.00%","99.12%","0.88%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-04-29","0","0.00%","99.87%","0.13%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-04-30","0","0.00%","99.74%","0.26%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-05-02","94","39.35%","53.87%","6.78%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Sal Odenbrett","0","0.00%","99.82%","0.18%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Sal Odenbrett -> 2026-04-27","0","0.00%","99.74%","0.26%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Sal Odenbrett -> 2026-04-28","0","0.00%","99.85%","0.15%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Sal Odenbrett -> 2026-04-29","0","0.00%","99.70%","0.30%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Sal Odenbrett -> 2026-04-30","0","0.00%","100.00%","0.00%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Xavier Villa","89","8.63%","88.15%","3.22%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-04-27","0","0.00%","99.80%","0.20%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-04-28","0","0.00%","96.41%","3.59%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-04-29","92","18.14%","80.19%","1.67%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-04-30","85","23.85%","74.90%","1.25%"
" -> 2026-04-27 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-05-01","115","1.78%","85.71%","12.51%"
" -> 2026-04-27 -> Jada Tingley","107","61.52%","25.28%","9.36%"
" -> 2026-04-27 -> Jada Tingley -> Load Out","106","70.67%","14.72%","11.25%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Benji Villa-Tapia","88","77.80%","11.57%","10.63%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-04-27","81","77.79%","15.51%","6.70%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-04-28","70","79.32%","8.55%","12.13%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-04-29","94","81.86%","12.08%","6.06%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-04-30","102","73.65%","11.79%","14.56%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-05-01","93","76.58%","8.82%","14.61%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Brady Warrick","106","79.04%","0.83%","20.13%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Brady Warrick -> 2026-04-27","106","85.37%","0.00%","14.63%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Brady Warrick -> 2026-04-28","105","75.78%","0.00%","24.22%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Brady Warrick -> 2026-04-29","98","76.00%","3.39%","20.62%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Brady Warrick -> 2026-04-30","115","79.02%","0.00%","20.98%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Chris Veba","101","68.82%","15.52%","15.66%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Chris Veba -> 2026-04-27","105","75.79%","15.33%","8.89%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Chris Veba -> 2026-04-28","96","72.81%","13.85%","13.34%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Chris Veba -> 2026-04-29","105","58.98%","19.14%","21.88%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Chris Veba -> 2026-04-30","98","67.72%","13.49%","18.79%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Devin Moore","74","81.67%","0.00%","18.33%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Devin Moore -> 2026-04-29","88","76.06%","0.00%","23.94%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Devin Moore -> 2026-04-30","63","87.28%","0.00%","12.72%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Howard Sandberg","136","76.67%","17.88%","5.44%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Howard Sandberg -> 2026-04-27","139","76.58%","21.17%","2.25%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Howard Sandberg -> 2026-04-28","124","74.59%","19.97%","5.44%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Howard Sandberg -> 2026-04-29","129","79.46%","8.53%","12.01%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Howard Sandberg -> 2026-04-30","152","76.11%","21.53%","2.36%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Josiah Roberts","105","77.63%","12.38%","9.98%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Josiah Roberts -> 2026-04-27","107","85.56%","8.40%","6.03%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Josiah Roberts -> 2026-04-28","105","76.04%","10.41%","13.55%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Josiah Roberts -> 2026-04-29","112","75.79%","12.83%","11.38%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Josiah Roberts -> 2026-04-30","97","73.31%","17.70%","8.99%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Michael Walters","121","85.07%","7.28%","7.65%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Michael Walters -> 2026-04-27","132","85.43%","7.60%","6.97%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Michael Walters -> 2026-04-28","119","85.00%","7.16%","7.83%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Michael Walters -> 2026-04-29","109","84.03%","8.55%","7.42%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Michael Walters -> 2026-04-30","121","85.73%","5.91%","8.36%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Nomar Sierra","105","78.59%","8.61%","12.79%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Nomar Sierra -> 2026-04-28","107","79.28%","8.34%","12.38%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Nomar Sierra -> 2026-04-29","106","75.61%","9.28%","15.10%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Nomar Sierra -> 2026-04-30","99","82.35%","7.96%","9.70%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Owen Holt","102","44.81%","25.79%","8.80%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Owen Holt -> 2026-04-27","103","67.87%","23.26%","8.87%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Owen Holt -> 2026-04-28","100","37.68%","25.14%","11.72%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Owen Holt -> 2026-04-29","92","17.79%","20.33%","5.79%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Owen Holt -> 2026-04-30","105","56.29%","34.80%","8.90%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Robert Sloan","94","72.00%","3.86%","24.15%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Robert Sloan -> 2026-04-28","108","49.09%","11.68%","39.23%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Robert Sloan -> 2026-04-29","92","82.04%","0.00%","17.96%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Robert Sloan -> 2026-04-30","88","84.62%","0.00%","15.38%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Shawn Smith","109","53.94%","22.86%","6.81%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Shawn Smith -> 2026-04-27","127","44.57%","48.42%","7.01%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Shawn Smith -> 2026-04-28","104","45.91%","0.51%","4.86%"
" -> 2026-04-27 -> Jada Tingley -> Load Out -> Shawn Smith -> 2026-04-29","100","71.79%","19.60%","8.61%"
